date,source,player_name,position,winnings,gender,episode_bankrupts,episode_lose_a_turns,url
2021-12-21,WordPress,Shelly,7,550,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Bank,8,4700,Unknown,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Charlene,9,16500,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Michael,10,9700,M,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Shelly,11,10800,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Charlene,12,16500,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Michael,13,11700,M,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-22,WordPress,Jeffrey,1,1400,M,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Leslie,2,10932,F,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Jeffrey,3,3800,M,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Jeffrey,4,2100,M,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Leslie,5,10932,F,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Jeffrey,6,15500,M,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Leslie,7,19432,F,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Meme,8,1,Unknown,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-22,WordPress,Jeffrey,9,17500,M,0.0,4.0,https://andynwof.wordpress.com/2021/12/22/wof-recap-december-22-2021/
2021-12-23,WordPress,Alyssa,1,1100,F,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Jordan,2,900,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,3,650,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Alyssa,4,2500,F,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,5,10500,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Jordan,6,1800,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Jordan,7,4450,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,8,15250,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Alyssa,9,2,F,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,10,1800,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Bank,11,3550,Unknown,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Jordan,12,4450,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,13,15250,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Alyssa,14,10,F,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Jordan,15,6450,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Luke,16,15250,M,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-23,WordPress,Alyssa,17,18800,F,4.0,3.0,https://andynwof.wordpress.com/2021/12/23/wof-recap-december-23-2021/
2021-12-24,WordPress,Charlotte,1,1650,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Supe,2,500,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Supe,3,650,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Glenda,4,1,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Charlotte,5,2,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Supe,6,9500,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Glenda,7,1650,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Glenda,8,1,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Charlotte,9,9274,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Supe,10,9500,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Glenda,11,12600,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Charlotte,12,13274,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-24,WordPress,Supe,13,9500,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/24/wof-recap-december-24-2021/
2021-12-27,WordPress,Frank,1,1950,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Lindsay,2,500,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Frank,3,1,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Frank,4,9800,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Lindsay,5,700,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Frank,6,1200,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Frank,7,9800,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Lindsay,8,1,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-27,WordPress,Frank,9,16750,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/27/wof-recap-december-27-2021/
2021-12-28,WordPress,Eric,1,650,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Ambre,2,700,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Jonathan,3,650,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Ambre,4,600,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Eric,5,3,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Jonathan,6,4050,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Jonathan,7,1400,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Eric,8,600,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Ambre,9,1200,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Eric,10,3,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Ambre,11,9850,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Jonathan,12,4050,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Eric,13,20500,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Ambre,14,9850,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-28,WordPress,Jonathan,15,4050,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/28/wof-recap-december-28-2021/
2021-12-29,WordPress,Blake,1,7550,M,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Sandra,2,4100,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Blake,3,7550,M,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Sandra,4,23800,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Blake,5,22400,M,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Sandra,6,23800,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-29,WordPress,Edward,7,1,M,3.0,0.0,https://andynwof.wordpress.com/2021/12/29/wof-recap-december-29-2021/
2021-12-30,WordPress,Kanchi,1,3,Unknown,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Rob,2,7800,M,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Kanchi,3,21307,Unknown,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Rob,4,7800,M,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Kanchi,5,23307,Unknown,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Rob,6,9800,M,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-30,WordPress,Ariel,7,8,M,6.0,0.0,https://andynwof.wordpress.com/2021/12/30/wof-recap-december-30-2021/
2021-12-31,WordPress,Rana,1,600,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Sheena,2,10,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Sheena,3,600,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Rana,4,500,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Rana,5,19500,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Others,6,0,Unknown,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Rana,7,700,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Rana,8,29450,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Rana,9,31450,F,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
2021-12-31,WordPress,Peter,10,7400,M,6.0,0.0,https://andynwof.wordpress.com/2021/12/31/wof-recap-december-31-2021/
